,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
6106,0,3,1195,Research & Development,11,2,95,2,2,Manufacturing Director,2,No,13,3,0,6,3,3,6,5,0,3
6107,0,1,1339,Research & Development,7,2,59,3,3,Research Scientist,1,No,17,3,1,25,2,3,1,0,0,0
6108,0,3,664,Research & Development,1,2,79,3,1,Research Scientist,1,No,13,3,1,5,2,2,3,2,1,2
6109,1,1,318,Research & Development,9,4,79,2,1,Research Scientist,3,Yes,17,3,1,2,0,2,1,0,0,0
6110,0,3,1225,Sales,1,1,57,2,2,Sales Executive,3,No,11,3,0,20,2,2,4,3,1,3
6111,0,1,1328,Research & Development,2,3,76,3,1,Research Scientist,2,No,23,4,1,6,3,3,5,4,0,4
6112,0,1,1082,Research & Development,1,3,87,3,1,Research Scientist,2,No,17,3,0,1,4,3,1,1,1,0
6113,0,1,548,Research & Development,1,2,66,3,2,Research Scientist,2,No,17,3,2,10,3,3,10,4,0,9
6114,0,1,132,Research & Development,6,2,55,4,1,Laboratory Technician,4,No,12,3,0,5,3,3,1,0,0,0
6115,0,1,746,Research & Development,8,3,61,3,2,Manufacturing Director,4,No,23,4,0,11,2,3,11,7,1,8
6116,0,1,776,Sales,1,3,32,2,2,Sales Executive,1,No,14,3,0,16,2,3,15,13,2,8
6117,0,1,193,Research & Development,6,4,52,3,3,Research Director,1,Yes,14,3,0,17,3,4,0,0,0,0
6118,0,1,397,Research & Development,7,1,30,3,3,Research Director,3,No,13,3,0,16,3,4,5,2,0,2
6119,0,1,945,Human Resources,5,2,80,3,2,Human Resources,2,Yes,22,4,1,16,2,3,4,2,0,2
6120,0,1,852,Research & Development,1,4,55,2,2,Laboratory Technician,4,Yes,12,3,2,10,1,2,10,8,3,0
6121,0,1,1214,Research & Development,1,2,30,2,1,Research Scientist,3,No,18,3,0,6,3,3,6,4,0,4
6122,0,1,111,Sales,1,1,70,3,3,Sales Executive,4,No,14,3,1,24,4,3,1,0,1,0
6123,0,0,573,Research & Development,6,2,79,1,2,Research Scientist,4,Yes,12,3,3,17,3,3,13,11,1,9
6124,0,1,1153,Research & Development,1,1,94,3,2,Manufacturing Director,2,No,15,3,0,5,2,3,5,2,1,3
6125,0,1,1400,Research & Development,7,4,49,1,3,Manufacturing Director,4,No,11,3,0,37,3,2,6,4,0,2
6126,0,1,541,Sales,2,3,62,3,1,Sales Representative,1,No,13,3,1,3,3,3,0,0,0,0
6127,0,1,432,Research & Development,9,4,96,3,1,Laboratory Technician,4,No,23,4,2,10,4,3,4,2,0,3
6128,0,1,288,Research & Development,2,3,99,2,2,Healthcare Representative,4,No,19,3,3,11,3,3,11,10,10,8
6129,1,1,669,Sales,9,3,64,2,3,Sales Executive,4,No,16,3,0,9,3,3,9,8,4,7
6130,0,3,530,Research & Development,1,3,78,2,4,Healthcare Representative,2,No,22,4,1,22,3,2,22,3,11,11
6131,0,1,632,Sales,21,3,71,3,2,Sales Executive,4,Yes,22,4,0,11,2,1,10,7,1,0
6132,0,1,1334,Sales,4,3,63,2,2,Sales Executive,2,Yes,12,3,3,11,4,2,11,8,2,7
6133,0,3,638,Research & Development,1,3,40,2,3,Healthcare Representative,1,Yes,13,3,1,21,5,2,10,9,9,5
6134,0,1,1093,Sales,6,2,87,3,2,Sales Executive,3,No,16,3,0,12,0,3,11,8,5,7
6135,0,1,1217,Research & Development,2,1,60,3,3,Research Director,3,No,12,3,1,16,5,1,4,3,0,3
6136,0,1,1353,Sales,3,1,33,3,2,Sales Executive,3,No,21,4,1,4,2,2,3,2,0,2
6137,0,0,120,Sales,4,2,43,3,2,Sales Executive,3,No,15,3,0,5,3,4,5,4,0,4
6138,0,1,682,Sales,10,4,37,3,4,Sales Executive,3,No,13,3,0,38,1,2,37,10,1,8
6139,0,0,489,Research & Development,23,2,67,3,2,Laboratory Technician,2,No,12,3,1,17,3,4,3,2,1,2
6140,1,1,807,Human Resources,6,3,63,3,1,Human Resources,1,Yes,22,4,0,7,3,3,3,2,0,2
6141,0,1,827,Research & Development,1,4,71,3,1,Research Scientist,1,No,13,3,0,1,2,3,1,0,0,0
6142,1,3,871,Research & Development,6,4,66,2,1,Laboratory Technician,4,Yes,18,3,0,1,5,3,1,0,1,0
6143,0,1,665,Research & Development,6,1,41,3,2,Research Scientist,3,No,14,3,0,16,3,3,16,13,2,10
6144,0,0,1040,Research & Development,2,3,100,2,2,Healthcare Representative,4,No,14,3,1,17,2,4,1,0,0,0
6145,0,0,1420,Human Resources,2,3,32,2,5,Manager,4,No,21,4,1,30,3,3,3,2,2,2
6146,0,3,1115,Research & Development,1,1,73,3,5,Research Director,2,Yes,19,3,0,28,1,2,8,3,0,7
6147,1,1,240,Sales,5,3,46,2,2,Sales Executive,3,Yes,11,3,0,6,1,3,6,4,0,3
6148,0,1,1280,Research & Development,7,4,64,2,1,Research Scientist,4,No,11,3,2,2,2,3,2,2,2,1
6149,0,1,534,Research & Development,15,2,59,3,1,Laboratory Technician,4,No,15,3,0,1,5,3,0,0,0,0
6150,0,3,1456,Research & Development,1,1,30,2,3,Healthcare Representative,1,No,20,4,0,23,1,2,13,12,12,8
6151,1,3,658,Research & Development,7,1,66,1,2,Laboratory Technician,3,Yes,24,4,0,9,3,3,9,7,0,6
6152,0,0,142,Human Resources,26,4,30,4,4,Manager,4,Yes,12,3,0,23,3,3,5,3,4,4
6153,0,1,1127,Research & Development,18,2,52,3,1,Laboratory Technician,3,No,12,3,1,6,2,3,5,3,1,2
6154,0,1,1031,Research & Development,6,3,45,2,2,Research Scientist,2,No,15,3,1,12,3,3,1,0,0,0
6155,0,1,1189,Sales,3,3,87,3,3,Sales Executive,4,No,12,3,0,12,3,3,5,3,1,3
6156,0,1,1354,Research & Development,5,3,45,2,3,Manager,1,No,12,3,0,14,6,3,11,10,5,8
6157,0,3,1467,Sales,11,2,92,3,3,Sales Executive,4,No,14,3,1,10,6,3,9,7,2,8
6158,0,1,922,Research & Development,3,1,39,3,1,Laboratory Technician,4,No,22,4,1,7,2,3,1,0,0,0
6159,0,3,394,Sales,26,3,92,3,4,Manager,4,Yes,12,3,2,25,3,4,25,12,4,12
6160,0,3,1312,Research & Development,23,1,96,1,1,Research Scientist,3,No,25,4,3,10,2,2,10,7,0,9
6161,0,0,750,Sales,22,3,95,3,2,Sales Executive,2,No,13,3,1,8,2,4,7,7,0,7
6162,1,1,441,Research & Development,14,2,72,3,1,Research Scientist,2,Yes,18,3,3,7,2,3,5,4,4,3
6163,0,1,684,Research & Development,6,1,51,3,5,Research Director,3,No,13,3,0,23,5,3,20,18,15,15
6164,1,1,249,Sales,6,2,76,1,2,Sales Executive,3,Yes,18,3,0,12,3,2,7,7,7,7
6165,0,1,841,Research & Development,6,3,46,2,1,Research Scientist,2,No,19,3,0,5,3,2,5,4,4,3
6166,1,1,147,Research & Development,23,4,94,3,3,Healthcare Representative,4,No,12,3,1,40,3,2,40,10,15,6
6167,1,1,528,Sales,22,4,50,3,1,Sales Representative,3,Yes,19,3,0,0,2,2,0,0,0,0
6168,0,1,594,Research & Development,2,3,100,3,1,Laboratory Technician,4,No,14,3,1,3,2,3,2,1,2,1
6169,0,1,470,Research & Development,20,3,96,3,2,Manufacturing Director,1,No,14,3,0,16,2,2,15,11,5,11
6170,0,3,957,Research & Development,28,2,72,4,1,Research Scientist,3,No,12,3,0,18,2,3,3,2,1,2
6171,0,3,809,Sales,12,3,77,3,3,Sales Executive,4,No,11,3,0,16,3,3,2,2,2,1
6172,1,1,542,Sales,20,2,71,1,2,Sales Executive,3,Yes,11,3,1,4,2,3,2,2,2,2
6173,0,1,802,Sales,9,3,96,3,3,Sales Executive,3,Yes,13,3,1,12,2,3,9,7,0,7
6174,0,1,1355,Human Resources,25,3,61,3,1,Human Resources,3,No,23,4,1,8,3,3,8,7,5,7
6175,0,1,216,Research & Development,6,2,84,3,2,Manufacturing Director,2,No,20,4,2,7,0,3,3,2,0,1
6176,1,3,1150,Research & Development,8,1,53,1,3,Manufacturing Director,4,No,15,3,0,18,2,3,4,2,0,3
6177,0,1,1329,Sales,4,4,47,2,2,Sales Executive,3,No,14,3,1,17,1,4,15,11,5,9
6178,0,1,959,Sales,28,1,41,2,2,Sales Executive,3,No,18,3,0,6,3,3,2,2,2,2
6179,0,1,1240,Human Resources,9,3,48,3,2,Human Resources,4,Yes,19,3,0,12,2,1,11,9,4,7
6180,1,1,1033,Research & Development,9,1,41,3,1,Laboratory Technician,1,No,22,4,0,10,2,4,5,4,0,4
6181,0,1,1316,Research & Development,29,3,83,3,1,Research Scientist,4,No,13,3,0,9,2,2,6,5,0,3
6182,0,1,364,Research & Development,3,4,32,3,2,Research Scientist,3,Yes,20,4,0,19,2,3,3,2,2,2
6183,0,1,438,Research & Development,18,1,75,3,1,Research Scientist,3,No,14,3,0,5,4,2,5,4,0,4
6184,0,3,689,Sales,9,4,35,1,2,Sales Executive,4,No,17,3,3,9,2,4,8,7,0,7
6185,0,1,201,Research & Development,5,4,84,3,1,Research Scientist,1,No,14,3,1,8,3,3,3,2,2,2
6186,0,1,1427,Research & Development,2,2,35,2,1,Laboratory Technician,4,No,13,3,0,6,3,3,5,3,1,2
6187,0,3,857,Research & Development,10,4,91,2,4,Manager,1,No,13,3,1,21,2,2,7,6,7,7
6188,0,1,933,Research & Development,9,3,94,3,1,Laboratory Technician,1,No,21,4,1,7,2,3,5,0,1,4
6189,0,1,1181,Research & Development,3,2,79,3,1,Laboratory Technician,2,No,14,3,0,1,3,3,1,0,0,0
6190,0,3,1395,Research & Development,26,2,54,3,2,Research Scientist,2,No,11,3,1,20,2,3,20,7,2,13
6191,0,1,662,Sales,1,3,94,3,3,Sales Executive,2,No,13,3,2,10,3,3,10,8,0,6
6192,0,1,1436,Sales,6,2,34,3,2,Sales Representative,3,Yes,20,4,1,13,3,1,7,7,4,5
6193,0,1,194,Research & Development,9,2,60,3,2,Laboratory Technician,2,No,18,3,1,20,2,1,17,9,0,15
6194,0,3,967,Sales,8,2,43,3,3,Sales Executive,4,No,14,3,0,9,2,3,9,8,3,7
6195,0,0,1496,Research & Development,1,4,41,3,2,Manufacturing Director,3,No,13,3,1,10,1,3,10,7,0,9
6196,0,1,1169,Research & Development,7,2,34,2,2,Manufacturing Director,3,No,17,3,0,10,2,3,1,0,0,0
6197,0,1,1145,Research & Development,9,2,75,2,1,Research Scientist,2,Yes,20,4,1,9,3,2,1,0,0,0
6198,0,1,630,Sales,4,3,67,2,3,Sales Executive,4,No,11,3,1,15,2,2,12,11,2,11
6199,0,3,303,Sales,2,3,75,3,1,Sales Representative,3,No,18,3,1,6,3,3,4,3,1,2
6200,0,1,1256,Research & Development,19,3,80,3,1,Research Scientist,4,No,24,4,2,2,6,3,2,2,2,2
6201,0,0,691,Research & Development,9,4,57,3,1,Research Scientist,2,No,18,3,1,6,1,1,2,2,2,2
6202,0,1,440,Research & Development,21,3,42,3,1,Research Scientist,4,No,11,3,1,5,2,1,5,2,0,2
6203,0,1,334,Research & Development,24,3,83,4,3,Healthcare Representative,4,Yes,16,3,1,12,2,1,5,3,1,4
6204,0,0,1450,Research & Development,3,3,79,2,1,Research Scientist,3,Yes,15,3,1,1,2,2,1,1,0,1
6205,0,1,1452,Research & Development,11,3,53,3,5,Manager,2,No,15,3,0,21,5,3,5,4,4,4
6206,0,1,465,Research & Development,14,1,56,3,1,Research Scientist,3,No,12,3,1,13,2,3,9,8,1,8
6207,0,1,1339,Sales,5,2,41,3,3,Sales Executive,4,No,12,3,1,12,2,3,10,9,7,4
6208,0,1,702,Sales,1,1,59,2,2,Sales Executive,4,No,22,4,0,12,2,4,8,3,0,7
6209,0,1,120,Research & Development,6,3,43,3,1,Research Scientist,3,No,20,4,0,8,2,3,5,4,1,4
6210,0,1,1157,Research & Development,17,3,51,3,1,Research Scientist,2,Yes,16,3,1,6,3,2,5,2,1,1
6211,1,3,602,Sales,1,3,100,1,1,Sales Representative,1,No,21,4,0,1,5,4,0,0,0,0
6212,0,3,1480,Research & Development,3,4,30,3,1,Laboratory Technician,2,No,12,3,0,13,3,2,8,7,7,2
6213,0,0,111,Research & Development,9,3,66,3,2,Laboratory Technician,1,No,11,3,2,12,4,3,12,9,6,10
6214,0,1,1268,Sales,4,3,30,3,2,Sales Executive,1,Yes,11,3,1,9,3,4,5,4,0,3
6215,0,1,713,Research & Development,8,3,67,3,1,Research Scientist,1,Yes,18,3,1,19,3,3,2,2,2,2
6216,0,1,134,Research & Development,2,3,90,3,1,Research Scientist,4,No,14,3,0,4,2,4,3,1,0,2
6217,1,1,303,Research & Development,2,2,47,2,1,Laboratory Technician,4,No,22,4,0,1,3,2,1,0,1,0
6218,0,1,526,Sales,1,2,92,3,3,Sales Executive,1,No,25,4,3,24,2,3,24,13,15,7
6219,0,1,1380,Research & Development,9,3,75,3,1,Laboratory Technician,4,No,12,3,0,2,3,3,2,2,2,1
6220,0,1,140,Research & Development,12,3,95,3,1,Research Scientist,4,Yes,23,4,1,7,0,3,4,2,0,2
6221,0,1,629,Research & Development,27,4,95,3,1,Research Scientist,2,No,15,3,0,9,3,3,3,2,1,2
6222,1,1,1356,Sales,20,2,70,3,1,Sales Representative,2,Yes,22,4,0,4,5,2,4,3,0,2
6223,0,1,328,Research & Development,1,3,86,2,1,Laboratory Technician,3,No,15,3,1,5,2,2,3,2,0,2
6224,0,1,1084,Research & Development,13,4,57,4,2,Manufacturing Director,1,No,11,3,2,5,3,3,4,2,1,3
6225,0,1,931,Research & Development,14,4,72,3,1,Research Scientist,2,No,13,3,1,8,5,3,8,7,1,6
6226,0,1,989,Research & Development,4,4,46,3,5,Manager,3,No,14,3,1,21,2,3,20,8,9,9
6227,0,1,692,Research & Development,14,3,61,4,5,Research Director,2,No,11,3,0,36,3,3,24,15,2,15
6228,0,3,1069,Research & Development,2,4,45,2,2,Manufacturing Director,3,No,17,3,0,10,2,2,10,9,1,9
6229,0,1,313,Research & Development,3,4,98,3,4,Healthcare Representative,2,No,18,3,0,21,6,3,7,7,1,0
6230,0,1,699,Research & Development,1,3,65,2,5,Manager,3,No,14,3,1,34,5,3,33,18,11,9
6231,0,1,894,Research & Development,9,4,99,3,1,Research Scientist,2,No,16,3,0,7,2,2,7,7,0,3
6232,1,1,556,Research & Development,23,2,50,2,2,Manufacturing Director,3,Yes,13,3,0,8,1,3,1,0,0,1
6233,0,0,1344,Research & Development,7,4,37,4,1,Research Scientist,4,No,14,3,3,7,3,4,5,4,2,2
6234,0,0,1195,Research & Development,2,1,65,2,4,Manager,4,No,23,4,1,22,1,3,20,8,11,8
6235,0,1,290,Research & Development,21,2,65,4,1,Research Scientist,1,Yes,12,3,1,8,3,2,8,7,1,7
6236,0,3,138,Research & Development,2,2,37,3,2,Laboratory Technician,2,No,11,3,0,10,5,3,6,2,1,2
6237,0,0,926,Research & Development,21,3,36,3,2,Manufacturing Director,3,No,16,3,1,11,5,3,5,3,0,2
6238,0,1,1261,Research & Development,2,4,88,3,2,Manufacturing Director,3,No,14,3,0,14,3,3,1,0,0,0
6239,0,1,1084,Research & Development,29,4,54,3,2,Manufacturing Director,4,No,18,3,1,9,3,1,7,7,1,7
6240,0,3,472,Research & Development,1,3,60,2,2,Manufacturing Director,1,No,19,3,1,6,1,3,2,2,2,0
6241,0,0,1002,Research & Development,18,4,92,3,2,Manufacturing Director,4,Yes,15,3,2,7,0,3,7,7,1,7
6242,0,3,878,Research & Development,10,4,43,3,1,Research Scientist,3,Yes,17,3,1,5,4,4,5,3,2,0
6243,0,1,905,Research & Development,19,3,99,3,2,Laboratory Technician,4,Yes,15,3,1,15,2,4,7,2,3,7
6244,1,1,1180,Research & Development,29,2,70,3,2,Healthcare Representative,1,Yes,19,3,0,17,2,3,1,0,0,0
6245,1,1,121,Sales,27,2,35,3,3,Sales Executive,4,No,22,4,3,10,3,2,10,4,1,9
6246,0,1,1136,Research & Development,5,4,60,4,1,Research Scientist,2,Yes,16,3,1,4,2,2,4,2,2,2
6247,0,3,635,Research & Development,18,2,73,3,1,Laboratory Technician,4,No,13,3,0,8,2,3,8,1,1,7
6248,0,0,1151,Research & Development,9,4,63,2,2,Healthcare Representative,4,No,14,3,1,5,5,1,3,2,0,2
6249,0,1,644,Research & Development,1,4,97,3,3,Healthcare Representative,1,No,16,3,1,17,3,3,4,2,0,3
6250,1,1,1045,Sales,4,4,32,1,3,Sales Executive,4,No,11,3,0,14,2,2,14,8,9,8
6251,0,0,829,Research & Development,1,3,88,2,3,Manufacturing Director,3,No,22,4,0,12,2,3,11,8,5,8
6252,0,3,1242,Sales,20,4,90,3,2,Sales Executive,3,No,14,3,0,7,2,3,7,7,0,7
6253,0,1,1469,Research & Development,8,2,81,2,3,Research Director,2,No,16,3,2,16,5,1,10,9,4,7
6254,1,1,1005,Research & Development,3,4,88,3,1,Research Scientist,1,Yes,11,3,0,8,5,3,5,2,0,4
6255,0,1,896,Sales,6,4,75,3,3,Manager,4,Yes,18,3,0,16,3,3,1,0,0,0
6256,1,3,334,Sales,26,3,52,2,2,Sales Executive,1,No,15,3,0,9,5,2,6,3,0,1
6257,1,1,992,Research & Development,1,3,85,3,1,Research Scientist,3,No,14,3,0,7,1,2,6,2,1,5
6258,0,0,1052,Sales,6,4,57,2,3,Sales Executive,4,No,12,3,0,23,2,3,19,7,12,8
6259,0,1,1147,Sales,3,4,52,3,2,Sales Executive,1,No,14,3,1,16,4,3,6,2,0,5
6260,0,1,1396,Research & Development,5,4,62,3,2,Laboratory Technician,2,No,16,3,0,16,3,4,13,11,3,7
6261,0,1,147,Research & Development,4,3,47,2,1,Research Scientist,2,No,21,4,0,7,3,3,3,2,1,1
6262,0,3,663,Research & Development,11,2,47,3,3,Research Director,4,Yes,14,3,3,10,1,3,10,8,0,7
6263,0,1,119,Sales,3,1,76,3,3,Sales Executive,3,No,12,3,2,17,6,2,16,10,5,13
6264,0,0,979,Research & Development,1,3,90,1,2,Manufacturing Director,3,No,12,3,1,6,2,3,5,4,1,4
6265,0,1,142,Research & Development,3,3,70,2,1,Research Scientist,4,No,17,3,1,7,6,3,1,0,0,0
6266,0,3,319,Sales,4,1,41,3,1,Sales Representative,4,No,17,3,1,13,2,3,9,8,5,8
6267,0,3,1413,Sales,1,2,42,3,3,Sales Executive,4,No,14,3,1,11,5,3,11,10,4,1
6268,0,3,944,Sales,1,3,92,3,3,Sales Executive,3,No,14,3,0,10,3,4,10,7,0,8
6269,1,1,896,Research & Development,18,3,86,2,1,Research Scientist,4,Yes,13,3,0,4,3,2,4,3,0,1
6270,0,1,1323,Research & Development,2,3,89,2,1,Laboratory Technician,4,No,15,3,0,6,3,2,2,2,2,2
6271,0,1,532,Research & Development,4,3,58,3,5,Manager,4,No,11,3,0,22,3,3,22,17,11,15
6272,0,1,818,Human Resources,6,2,52,3,1,Human Resources,3,No,17,3,0,7,2,2,2,2,2,2
6273,0,1,854,Sales,1,4,68,3,5,Manager,4,No,11,3,1,32,3,2,7,0,0,6
6274,1,1,813,Research & Development,14,3,58,3,1,Laboratory Technician,4,Yes,13,3,1,8,2,1,5,4,0,4
6275,0,1,1034,Sales,16,4,80,3,4,Manager,4,Yes,22,4,1,22,3,3,17,13,1,9
6276,1,1,465,Research & Development,2,1,39,3,1,Laboratory Technician,1,No,20,4,0,13,3,4,9,7,1,7
6277,0,0,771,Sales,2,1,79,2,5,Manager,3,Yes,18,3,0,33,2,4,33,7,15,12
6278,0,1,1401,Sales,4,3,56,3,1,Sales Representative,2,No,11,3,1,6,5,3,4,3,1,2
6279,1,1,515,Research & Development,1,4,62,2,1,Laboratory Technician,3,Yes,14,3,0,4,2,1,3,2,1,2
6280,0,1,1431,Research & Development,1,3,96,3,1,Laboratory Technician,3,No,14,3,3,7,1,3,3,2,1,2
6281,0,0,976,Sales,26,3,100,3,2,Sales Executive,4,No,18,3,0,4,2,3,3,2,2,2
6282,0,1,1411,Research & Development,19,3,36,3,2,Research Scientist,1,No,16,3,2,17,2,2,1,0,0,0
6283,0,1,1300,Research & Development,24,1,62,3,2,Research Scientist,4,No,17,3,2,9,3,3,9,8,4,7
6284,0,1,252,Research & Development,1,3,70,4,5,Manager,4,No,11,3,1,25,2,3,24,0,1,7
6285,0,3,1327,Research & Development,3,2,73,3,3,Research Director,3,No,12,3,1,9,3,3,2,2,2,2
6286,0,1,832,Research & Development,5,3,63,2,1,Research Scientist,4,No,13,3,1,2,2,2,2,2,0,2
6287,0,1,470,Research & Development,2,4,84,2,2,Manufacturing Director,1,No,13,3,1,13,3,3,11,9,5,9
6288,0,1,1017,Research & Development,1,3,83,2,1,Research Scientist,1,No,14,3,1,17,2,2,3,1,0,2
6289,0,3,1199,Research & Development,7,1,77,4,2,Manufacturing Director,3,No,17,3,1,9,1,3,3,2,0,2
6290,1,3,504,Research & Development,10,1,61,3,3,Manufacturing Director,3,No,11,3,2,17,5,3,1,0,0,0
6291,0,3,505,Research & Development,2,3,64,3,3,Healthcare Representative,3,No,25,4,0,20,1,3,19,6,11,8
6292,0,1,665,Research & Development,15,3,60,3,1,Research Scientist,4,No,19,3,0,6,1,3,6,5,1,5
6293,0,1,916,Research & Development,17,4,82,4,2,Research Scientist,1,Yes,13,3,0,10,1,3,3,2,0,2
6294,0,1,1247,Sales,20,4,45,3,2,Sales Executive,4,No,14,3,1,10,2,3,3,2,0,2
6295,0,1,685,Research & Development,1,1,62,3,2,Manufacturing Director,3,No,12,3,2,5,3,3,4,2,1,2
6296,0,1,269,Research & Development,2,4,56,2,1,Laboratory Technician,1,Yes,11,3,1,10,4,3,9,6,7,8
6297,0,1,1416,Research & Development,2,1,49,3,5,Research Director,3,No,19,3,1,22,5,3,21,7,3,9
6298,0,1,833,Research & Development,1,3,96,3,1,Research Scientist,4,No,11,3,0,1,0,2,1,0,0,0
6299,1,3,307,Research & Development,29,3,71,2,1,Laboratory Technician,2,No,11,3,0,6,2,4,5,4,1,4
6300,0,3,1311,Research & Development,7,2,100,4,1,Laboratory Technician,2,No,20,4,0,5,3,1,5,1,0,3
6301,0,0,1327,Sales,2,4,39,2,2,Sales Executive,4,No,18,3,1,13,0,3,8,7,7,5
6302,0,1,128,Research & Development,2,4,84,2,2,Laboratory Technician,1,No,13,3,0,9,5,3,6,2,0,4
6303,0,1,488,Sales,2,3,75,1,4,Manager,2,Yes,12,3,1,28,2,2,7,7,7,7
6304,1,1,529,Research & Development,2,1,79,3,1,Laboratory Technician,3,No,11,3,0,5,5,1,0,0,0,0
6305,0,1,1210,Sales,2,1,78,2,2,Sales Executive,2,No,19,3,2,10,2,3,0,0,0,0
6306,0,1,1463,Research & Development,23,2,64,2,2,Healthcare Representative,4,No,21,4,1,10,2,3,9,0,7,8
6307,0,0,675,Research & Development,5,2,85,4,2,Healthcare Representative,1,No,12,3,2,6,2,3,6,3,1,5
6308,0,1,1385,Research & Development,20,3,79,3,4,Healthcare Representative,4,Yes,14,3,0,21,2,3,20,7,4,10
6309,0,1,1403,Research & Development,6,4,47,3,1,Laboratory Technician,4,No,11,3,1,16,4,3,15,13,10,11
6310,0,1,452,Research & Development,1,4,81,3,5,Manager,1,Yes,14,3,0,37,2,3,36,10,4,13
6311,1,0,666,Research & Development,29,1,88,3,3,Manager,2,Yes,12,3,1,10,2,2,10,7,9,9
6312,0,1,1158,Research & Development,9,4,94,3,1,Research Scientist,4,No,23,4,1,5,3,2,5,2,0,4
6313,0,1,228,Sales,6,3,98,3,2,Sales Executive,4,No,14,3,1,7,5,4,5,4,0,1
6314,0,1,996,Research & Development,3,4,100,2,1,Research Scientist,3,No,17,3,0,3,4,4,3,2,1,0
6315,0,0,728,Research & Development,1,1,80,3,3,Research Director,4,Yes,18,3,2,15,2,3,5,2,0,2
6316,0,1,1315,Research & Development,22,2,71,4,3,Manager,2,No,18,3,1,10,6,2,7,7,6,2
6317,0,1,322,Sales,7,1,44,4,2,Sales Executive,1,Yes,24,4,1,8,3,3,8,0,7,7
6318,0,3,1479,Research & Development,1,3,84,3,2,Manufacturing Director,2,No,20,4,1,6,6,1,6,5,1,4
6319,0,1,797,Research & Development,4,1,96,3,5,Research Director,2,No,14,3,2,28,4,2,10,4,1,6
6320,0,1,1070,Research & Development,3,3,45,3,4,Research Director,3,Yes,16,3,3,21,5,2,5,3,1,3
6321,0,1,635,Sales,1,2,99,3,2,Sales Executive,3,No,25,4,0,20,3,3,20,16,11,6
6322,0,3,442,Sales,2,2,44,3,2,Sales Executive,4,No,18,3,0,10,3,2,10,7,0,9
6323,0,1,147,Research & Development,20,2,37,3,2,Laboratory Technician,4,Yes,19,3,1,12,4,3,10,7,0,8
6324,0,3,496,Research & Development,11,1,60,3,2,Healthcare Representative,1,Yes,13,3,1,5,3,3,5,3,3,3
6325,0,1,1372,Research & Development,1,4,42,3,1,Research Scientist,4,No,12,3,0,17,3,3,17,12,5,7
6326,1,3,920,Research & Development,24,4,43,3,1,Laboratory Technician,3,Yes,22,4,1,19,0,1,1,0,0,0
6327,0,1,688,Research & Development,23,4,82,3,2,Healthcare Representative,4,No,14,3,1,10,2,3,2,2,1,2
6328,1,1,1449,Research & Development,16,1,45,3,1,Laboratory Technician,2,Yes,13,3,1,5,2,3,3,2,0,2
6329,0,1,1117,Research & Development,8,4,66,3,1,Research Scientist,4,No,21,4,0,5,3,3,5,3,0,2
6330,0,3,636,Research & Development,10,3,35,3,5,Research Director,1,Yes,11,3,0,22,4,3,3,2,1,2
6331,0,1,506,Research & Development,3,3,30,3,2,Research Scientist,2,No,12,3,0,10,2,3,8,0,7,7
6332,0,3,444,Sales,5,4,84,3,1,Sales Representative,2,No,11,3,1,2,5,2,2,2,2,2
6333,1,1,950,Sales,4,4,48,2,2,Sales Executive,4,Yes,12,3,0,8,0,3,8,7,7,4
6334,0,3,889,Research & Development,9,2,53,3,1,Research Scientist,4,Yes,12,3,3,4,3,2,4,2,1,2
6335,0,3,555,Sales,26,3,77,3,4,Sales Executive,2,No,14,3,1,23,2,4,20,4,4,8
6336,1,1,230,Research & Development,3,3,54,3,1,Laboratory Technician,3,No,13,3,0,0,2,3,0,0,0,0
6337,0,1,1232,Sales,16,3,96,3,3,Sales Executive,2,No,15,3,2,12,3,2,11,9,6,9
6338,0,3,566,Research & Development,18,3,81,4,1,Laboratory Technician,4,No,18,3,2,4,2,3,1,0,0,0
6339,0,1,1302,Research & Development,2,4,84,1,2,Manufacturing Director,2,No,18,3,1,13,3,3,4,1,1,2
6340,0,1,334,Sales,2,4,88,3,4,Manager,2,No,19,3,0,22,2,3,22,10,0,4
6341,0,1,812,Sales,10,4,69,2,1,Sales Representative,3,No,12,3,0,0,2,3,0,0,0,0
6342,0,1,1476,Research & Development,16,2,68,4,2,Healthcare Representative,1,No,19,3,0,9,2,3,8,3,0,7
6343,0,1,218,Sales,7,2,100,4,2,Sales Executive,4,No,11,3,1,10,3,2,8,7,7,7
6344,0,1,1132,Research & Development,1,3,48,4,3,Healthcare Representative,4,No,17,3,3,19,5,2,18,10,3,7
6345,0,0,1105,Research & Development,24,2,47,3,2,Laboratory Technician,2,No,15,3,1,11,3,3,9,8,0,8
6346,0,1,906,Sales,7,4,91,2,2,Sales Executive,3,No,14,3,1,13,3,2,13,8,4,8
6347,0,1,849,Research & Development,25,1,81,2,3,Research Director,2,No,17,3,1,19,2,3,10,8,0,1
6348,0,0,390,Research & Development,1,4,32,1,2,Healthcare Representative,3,Yes,13,3,1,12,2,3,5,3,1,2
