,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
5547,28,Yes,Travel_Rarely,1222,Research & Development,22,20,Human Resources,1,24-8914077,1,M,82,4,5,Research Scientist,4,Married,10496,13120,5,Yes,No,18,2,2,80,2,31,1,3,29,13,12,7
5548,55,No,Travel_Frequently,998,Human Resources,45,14,Sales,1,16-0281270,1,F,103,3,1,Sales Representative,1,Single,13184,16480,1,Yes,No,18,2,1,80,1,8,6,1,9,15,7,16
5549,29,Yes,Travel_Frequently,1237,Human Resources,36,16,Technical Degree,1,02-4842573,2,F,68,3,5,Sales Executive,1,Single,8704,10880,3,Yes,No,16,1,3,80,2,23,1,3,35,20,2,0
5550,29,No,Travel_Frequently,500,Research & Development,36,16,Human Resources,1,86-3899754,1,F,91,2,4,Sales Representative,1,Single,11648,14560,8,Yes,No,20,4,1,80,2,37,6,1,26,9,6,4
5551,33,No,Non-Travel,821,Human Resources,4,16,Sales,1,20-2780659,4,F,35,4,2,Healthcare Representative,4,Married,4480,5600,2,Yes,No,19,4,4,80,1,29,2,4,26,2,8,16
5552,49,No,Travel_Frequently,1453,Sales,21,16,Medical,1,82-2651717,3,F,150,3,2,Manager,1,Single,19200,24000,1,Yes,No,17,4,3,80,1,11,3,4,33,10,10,1
5553,40,Yes,Travel_Frequently,117,Human Resources,31,16,Medical,1,62-0372232,4,F,102,2,4,Manager,1,Married,13056,16320,6,Yes,No,23,2,2,80,3,33,0,4,20,1,14,17
5554,55,No,Travel_Frequently,618,Research & Development,30,16,Other,1,18-5496397,3,M,67,1,1,Laboratory Technician,4,Single,8576,10720,8,Yes,No,22,3,2,80,0,33,4,3,13,13,8,5
5555,27,Yes,Travel_Frequently,1175,Human Resources,24,14,Life Sciences,1,10-6914644,1,M,49,3,1,Laboratory Technician,2,Married,6272,7840,5,Yes,No,11,2,2,80,1,22,2,3,34,13,14,14
5556,28,Yes,Travel_Rarely,548,Human Resources,25,16,Human Resources,1,29-6682537,4,M,136,2,4,Manager,4,Single,17408,21760,7,Yes,No,24,1,1,80,2,35,5,2,36,17,2,15
5557,25,,Travel_Frequently,1461,Research & Development,25,18,Life Sciences,1,91-8345258,4,M,33,1,2,Sales Representative,1,Single,4224,5280,7,Yes,No,20,3,2,80,1,19,5,2,11,1,9,16
5558,21,Yes,Travel_Frequently,558,Sales,30,20,Other,1,85-3169621,4,M,142,2,3,Research Director,1,Single,18176,22720,4,Yes,No,19,2,2,80,1,23,5,1,23,18,0,2
5559,59,No,Travel_Frequently,118,Human Resources,31,14,Sales,1,84-0401865,1,F,140,2,5,Sales Executive,3,Married,17920,22400,2,Yes,No,22,4,3,80,2,14,3,1,21,9,3,8
5560,47,No,Non-Travel,683,Human Resources,22,16,Medical,1,15-5753967,4,M,144,3,4,Manager,4,Married,18432,23040,5,Yes,No,15,4,3,80,3,27,6,3,22,2,14,17
5561,50,No,Travel_Frequently,721,Sales,11,16,Life Sciences,1,49-8079898,3,F,77,1,5,Human Resources,4,Single,9856,12320,1,Yes,No,16,4,4,80,2,9,6,3,15,13,11,11
5562,55,No,Non-Travel,389,Sales,33,16,Sales,1,86-2157003,3,F,32,1,5,Manufacturing Director,3,Single,4096,5120,5,Yes,No,22,2,4,80,2,29,2,2,14,2,9,0
5563,20,No,Travel_Frequently,1053,Sales,6,16,Medical,1,21-8391016,2,F,39,3,4,Sales Representative,2,Married,4992,6240,8,Yes,No,12,1,2,80,3,34,2,3,7,2,12,2
5564,50,No,Non-Travel,276,Human Resources,24,14,Life Sciences,1,97-0182346,1,M,98,3,4,Healthcare Representative,4,Single,12544,15680,4,Yes,No,13,4,3,80,2,40,4,1,7,20,4,14
5565,18,No,Travel_Rarely,1491,Human Resources,14,16,Other,1,75-5102269,1,M,142,1,1,Sales Representative,4,Married,18176,22720,6,Yes,No,10,4,2,80,0,11,1,1,27,0,5,17
5566,37,Yes,Non-Travel,398,Human Resources,8,14,Human Resources,1,43-5695900,1,M,135,3,2,Manufacturing Director,2,Single,17280,21600,2,Yes,No,22,3,2,80,0,24,3,3,8,16,13,4
5567,20,Yes,Travel_Frequently,1110,Sales,24,14,Medical,1,75-3218765,3,F,145,1,3,Sales Executive,4,Married,18560,23200,1,Yes,No,13,1,1,80,2,24,2,2,5,11,2,11
5568,55,No,Non-Travel,900,Human Resources,6,20,Other,1,40-9633919,4,F,132,1,5,Research Scientist,2,Single,16896,21120,8,Yes,No,13,1,3,80,2,15,5,4,5,12,6,9
5569,53,No,Non-Travel,1472,Research & Development,23,12,Medical,1,25-3503531,2,M,78,4,2,Sales Representative,2,Married,9984,12480,2,Yes,No,22,2,2,80,1,20,2,4,14,16,0,3
5570,30,No,Travel_Frequently,1348,Sales,16,18,Other,1,96-8671575,1,F,49,1,2,Sales Representative,1,Married,6272,7840,6,Yes,No,14,3,2,80,1,14,3,4,30,3,6,11
5571,57,Yes,Travel_Frequently,167,Sales,40,20,Life Sciences,1,97-1074474,1,F,81,2,3,Research Director,1,Single,10368,12960,4,Yes,No,14,3,3,80,2,40,2,2,6,17,8,4
5572,50,No,Non-Travel,1466,Human Resources,33,16,Life Sciences,1,46-6440275,1,M,95,1,4,Sales Executive,2,Single,12160,15200,3,Yes,No,18,3,3,80,2,16,5,1,28,13,11,15
5573,34,No,Non-Travel,1398,Research & Development,45,18,Technical Degree,1,11-2647839,2,F,124,1,3,Sales Executive,2,Married,15872,19840,4,Yes,No,22,3,4,80,2,10,3,3,23,16,14,3
5574,31,Yes,Travel_Rarely,324,Human Resources,36,16,Medical,1,65-8291658,1,M,123,1,1,Laboratory Technician,1,Married,15744,19680,2,Yes,No,14,2,3,80,0,7,3,1,40,11,2,3
5575,40,Yes,Travel_Frequently,1204,Human Resources,29,18,Sales,1,79-6602224,4,F,51,2,5,Sales Executive,4,Single,6528,8160,3,Yes,No,16,3,4,80,2,29,2,3,25,0,15,1
5576,54,No,Travel_Frequently,707,Human Resources,16,16,Technical Degree,1,67-8319083,3,M,129,4,4,Sales Executive,2,Single,16512,20640,2,Yes,No,11,3,3,80,2,28,6,1,25,18,7,16
5577,32,Yes,Travel_Rarely,808,Human Resources,21,16,Technical Degree,1,51-3694172,1,F,39,3,5,Research Director,4,Single,4992,6240,8,Yes,No,19,3,3,80,3,11,5,1,35,0,14,10
5578,52,Yes,Travel_Frequently,1048,Sales,34,14,Medical,1,76-3339326,1,F,87,1,4,Human Resources,3,Single,11136,13920,8,Yes,No,16,1,1,80,2,27,6,4,14,20,7,2
5579,34,No,Travel_Rarely,239,Human Resources,16,20,Human Resources,1,89-9189488,3,F,137,3,2,Research Scientist,3,Married,17536,21920,4,Yes,No,24,2,4,80,0,2,3,1,8,5,4,11
5580,38,Yes,Non-Travel,251,Sales,13,12,Other,1,71-0516052,2,F,133,3,1,Sales Representative,2,Married,17024,21280,1,Yes,No,21,3,4,80,0,35,2,3,10,11,8,11
5581,44,No,Travel_Frequently,462,Sales,11,18,Life Sciences,1,35-4454619,2,F,88,3,2,Research Scientist,2,Married,11264,14080,5,Yes,No,14,4,4,80,0,39,4,3,22,18,10,2
5582,45,No,Non-Travel,357,Human Resources,25,14,Other,1,81-2054934,1,M,57,2,1,Healthcare Representative,4,Married,7296,9120,7,Yes,No,12,3,3,80,1,27,3,1,5,8,0,5
5583,51,No,Travel_Rarely,1436,Research & Development,1,18,Sales,1,00-1365536,2,F,102,3,3,Manager,2,Married,13056,16320,7,Yes,No,12,4,4,80,1,12,3,4,38,9,11,13
5584,24,No,Non-Travel,402,Human Resources,48,16,Human Resources,1,26-2628973,2,M,87,1,3,Research Director,2,Single,11136,13920,0,Yes,No,24,4,4,80,2,17,6,3,16,18,3,12
5585,43,Yes,Travel_Rarely,972,Research & Development,20,16,Life Sciences,1,90-9904640,2,F,140,4,1,Sales Representative,4,Married,17920,22400,4,Yes,No,15,1,1,80,1,8,3,3,17,18,8,12
5586,32,Yes,Travel_Rarely,963,Research & Development,40,14,Life Sciences,1,13-3763792,3,F,108,2,1,Human Resources,4,Single,13824,17280,3,Yes,No,24,2,1,80,0,9,2,4,4,11,2,13
5587,59,Yes,Travel_Frequently,1198,Sales,36,18,Technical Degree,1,94-1787824,2,F,77,4,3,Manager,4,Single,9856,12320,3,Yes,No,16,2,2,80,1,24,4,3,3,8,13,2
5588,52,Yes,Non-Travel,582,Research & Development,16,16,Life Sciences,1,23-3206490,2,M,134,1,4,Manager,3,Married,17152,21440,6,Yes,No,12,2,1,80,3,38,1,2,3,14,0,3
5589,24,Yes,Non-Travel,965,Sales,13,20,Sales,1,37-5295899,3,F,76,1,5,Research Director,2,Married,9728,12160,7,Yes,No,11,2,4,80,3,30,1,4,15,15,4,15
5590,50,,Non-Travel,1376,Research & Development,22,14,Technical Degree,1,69-1818683,3,F,112,3,5,Manufacturing Director,3,Married,14336,17920,7,Yes,No,25,4,4,80,2,40,5,4,18,16,3,5
5591,24,Yes,Non-Travel,821,Sales,29,14,Human Resources,1,18-2792458,3,F,134,3,1,Healthcare Representative,1,Married,17152,21440,1,Yes,No,14,3,2,80,0,39,2,1,23,1,6,0
5592,53,,Travel_Rarely,142,Research & Development,50,16,Life Sciences,1,37-1917686,2,M,127,2,4,Research Director,1,Single,16256,20320,2,Yes,No,17,3,1,80,3,14,2,4,30,2,12,6
5593,50,No,Travel_Frequently,1355,Sales,25,14,Human Resources,1,77-3607720,1,M,120,3,1,Human Resources,2,Single,15360,19200,1,Yes,No,16,3,3,80,0,6,1,1,32,5,1,2
5594,25,No,Travel_Rarely,259,Research & Development,49,14,Medical,1,61-7784062,1,F,82,1,1,Healthcare Representative,4,Single,10496,13120,2,Yes,No,11,3,2,80,0,31,1,3,26,13,8,13
5595,27,No,Non-Travel,244,Research & Development,40,14,Technical Degree,1,15-0048256,1,M,52,3,2,Human Resources,3,Married,6656,8320,8,Yes,No,15,3,3,80,0,32,0,4,18,1,11,6
5596,41,No,Non-Travel,1084,Human Resources,6,14,Technical Degree,1,86-5385469,3,M,128,3,3,Sales Executive,2,Married,16384,20480,0,Yes,No,23,1,1,80,2,15,2,2,36,18,11,3
5597,35,No,Non-Travel,1044,Research & Development,38,18,Life Sciences,1,75-0740498,3,F,131,4,4,Research Director,4,Married,16768,20960,3,Yes,No,19,3,2,80,2,28,6,1,11,16,1,7
5598,33,Yes,Non-Travel,1309,Sales,5,16,Technical Degree,1,87-9268724,2,M,76,3,2,Manager,3,Single,9728,12160,0,Yes,No,25,2,3,80,1,15,3,4,7,9,11,12
5599,50,No,Travel_Frequently,210,Sales,31,14,Technical Degree,1,80-6804717,3,M,114,1,5,Sales Executive,2,Married,14592,18240,6,Yes,No,25,3,1,80,3,38,5,1,37,18,9,2
5600,52,Yes,Travel_Rarely,604,Research & Development,9,16,Technical Degree,1,47-4375344,3,F,147,2,4,Manager,3,Single,18816,23520,2,Yes,No,16,1,2,80,2,6,1,1,14,11,14,13
5601,31,Yes,Travel_Frequently,205,Research & Development,26,14,Life Sciences,1,11-0852360,1,M,63,4,5,Human Resources,1,Single,8064,10080,4,Yes,No,10,1,2,80,3,23,6,1,8,4,9,16
5602,45,No,Travel_Rarely,1391,Research & Development,10,14,Medical,1,94-1886979,3,F,81,2,4,Human Resources,2,Single,10368,12960,6,Yes,No,11,4,2,80,2,12,5,3,2,6,5,16
5603,22,No,Travel_Frequently,725,Sales,41,14,Medical,1,33-3919895,3,F,95,4,1,Human Resources,3,Married,12160,15200,6,Yes,No,12,2,1,80,1,3,0,3,4,10,4,15
5604,19,No,Travel_Rarely,1478,Sales,1,18,Sales,1,53-0923440,3,M,108,3,2,Manager,4,Married,13824,17280,3,Yes,No,23,3,2,80,1,22,4,2,13,13,14,16
5605,22,Yes,Travel_Rarely,528,Research & Development,44,14,Sales,1,84-7220697,1,F,68,4,5,Human Resources,1,Married,8704,10880,1,Yes,No,18,2,2,80,3,37,0,4,40,3,11,7
5606,26,,Non-Travel,852,Research & Development,11,16,Technical Degree,1,84-7074448,2,F,87,2,5,Manufacturing Director,2,Single,11136,13920,5,Yes,No,24,4,2,80,3,0,0,4,23,7,7,0
5607,52,No,Travel_Rarely,132,Research & Development,27,16,Human Resources,1,58-1761407,3,M,34,3,3,Laboratory Technician,1,Married,4352,5440,7,Yes,No,24,1,3,80,2,31,2,3,30,17,13,3
5608,57,No,Travel_Rarely,476,Human Resources,21,20,Technical Degree,1,16-0593168,3,F,108,3,5,Research Scientist,1,Single,13824,17280,8,Yes,No,24,3,4,80,2,40,2,4,37,8,2,3
5609,54,Yes,Non-Travel,498,Sales,27,14,Human Resources,1,73-8539498,1,F,39,3,5,Manufacturing Director,1,Married,4992,6240,6,Yes,No,14,2,3,80,2,39,5,3,14,12,12,2
5610,58,No,Travel_Frequently,1004,Human Resources,39,16,Life Sciences,1,99-8269766,3,M,30,2,1,Human Resources,3,Single,3840,4800,4,Yes,No,10,4,3,80,1,0,5,1,13,15,12,13
5611,21,No,Travel_Rarely,1402,Human Resources,3,16,Sales,1,69-9345736,3,F,80,3,3,Manufacturing Director,4,Single,10240,12800,8,Yes,No,20,4,2,80,2,19,4,4,9,2,13,13
5612,42,Yes,Travel_Frequently,971,Research & Development,39,20,Sales,1,28-8976339,1,M,123,4,2,Research Director,2,Single,15744,19680,6,Yes,No,22,3,1,80,1,27,6,2,34,11,3,8
5613,55,Yes,Travel_Frequently,1034,Human Resources,16,16,Technical Degree,1,22-3286638,3,M,36,1,3,Laboratory Technician,4,Single,4608,5760,2,Yes,No,23,2,3,80,2,7,4,3,8,20,11,2
5614,56,,Travel_Frequently,286,Sales,35,16,Human Resources,1,77-1575397,2,F,44,4,2,Healthcare Representative,4,Single,5632,7040,3,Yes,No,22,4,1,80,0,10,1,3,29,7,9,15
5615,40,Yes,Travel_Rarely,1486,Human Resources,21,16,Technical Degree,1,56-6837160,4,M,114,2,1,Human Resources,4,Single,14592,18240,3,Yes,No,20,3,2,80,0,22,5,2,6,11,2,14
5616,45,Yes,Non-Travel,247,Research & Development,19,16,Technical Degree,1,63-6529738,2,F,95,3,5,Manufacturing Director,1,Married,12160,15200,4,Yes,No,20,1,1,80,2,23,3,1,6,19,2,8
5617,26,No,Travel_Rarely,1493,Sales,5,16,Life Sciences,1,02-8819966,2,M,55,2,5,Research Director,3,Married,7040,8800,1,Yes,No,18,4,4,80,2,36,3,3,31,7,12,0
5618,54,,Non-Travel,510,Research & Development,26,18,Medical,1,40-2253487,2,F,88,1,2,Manager,3,Married,11264,14080,2,Yes,No,18,2,1,80,0,30,2,1,17,11,6,11
5619,36,Yes,Travel_Frequently,591,Sales,7,14,Other,1,92-6437086,4,F,36,1,5,Sales Executive,3,Married,4608,5760,7,Yes,No,25,1,2,80,2,0,6,3,34,17,4,4
5620,32,No,Travel_Frequently,1074,Human Resources,43,16,Human Resources,1,26-3658642,4,F,34,4,4,Laboratory Technician,4,Married,4352,5440,8,Yes,No,23,4,2,80,2,4,4,2,5,16,7,1
5621,22,Yes,Travel_Rarely,1493,Human Resources,11,20,Life Sciences,1,27-5458315,2,M,121,4,2,Research Director,1,Single,15488,19360,3,Yes,No,14,3,2,80,0,1,4,1,12,1,5,7
5622,35,No,Travel_Frequently,586,Human Resources,28,16,Sales,1,36-9190730,1,M,125,2,3,Manager,2,Single,16000,20000,0,Yes,No,12,4,4,80,1,40,4,2,39,7,12,12
5623,27,Yes,Travel_Frequently,1064,Sales,43,16,Technical Degree,1,13-8677997,4,F,123,4,5,Sales Executive,2,Married,15744,19680,8,Yes,No,21,3,3,80,2,2,4,2,33,0,7,13
5624,52,Yes,Non-Travel,864,Sales,36,14,Medical,1,72-8624024,1,F,123,2,1,Sales Representative,2,Married,15744,19680,8,Yes,No,19,1,2,80,0,40,2,1,29,13,0,5
5625,44,No,Travel_Frequently,261,Sales,21,14,Human Resources,1,08-4275973,4,M,104,3,2,Manufacturing Director,1,Single,13312,16640,0,Yes,No,22,3,4,80,0,1,2,4,34,14,7,13
5626,59,No,Travel_Rarely,1368,Research & Development,18,16,Human Resources,1,61-0880080,1,M,75,3,2,Sales Executive,4,Single,9600,12000,1,Yes,No,21,2,1,80,1,35,5,2,9,5,14,14
5627,59,No,Travel_Rarely,1002,Sales,9,18,Other,1,69-9815059,4,F,145,4,2,Research Scientist,3,Married,18560,23200,0,Yes,No,21,4,3,80,0,39,4,3,22,15,4,10
5628,33,Yes,Travel_Frequently,146,Research & Development,44,20,Other,1,10-2511514,2,F,81,4,4,Research Director,1,Single,10368,12960,0,Yes,No,25,2,3,80,3,25,3,3,14,15,1,11
5629,57,No,Non-Travel,598,Human Resources,16,14,Medical,1,59-6447018,4,F,95,4,3,Manufacturing Director,4,Single,12160,15200,6,Yes,No,21,4,3,80,1,2,3,2,30,11,15,8
5630,36,No,Travel_Rarely,822,Sales,42,16,Life Sciences,1,79-3832308,1,F,146,2,2,Manufacturing Director,2,Married,18688,23360,2,Yes,No,21,1,1,80,1,20,3,3,12,20,8,9
5631,20,No,Travel_Rarely,1016,Research & Development,39,14,Other,1,00-9915607,2,F,132,4,2,Manager,1,Married,16896,21120,3,Yes,No,13,3,2,80,1,6,2,2,14,7,15,7
5632,35,,Travel_Frequently,1236,Sales,37,14,Life Sciences,1,77-7005984,3,M,142,4,4,Manager,2,Single,18176,22720,7,Yes,No,15,2,2,80,2,20,2,2,2,15,8,17
5633,34,Yes,Travel_Rarely,925,Research & Development,36,14,Other,1,91-9393888,4,F,121,2,3,Sales Executive,2,Single,15488,19360,1,Yes,No,21,1,1,80,2,17,3,2,29,5,0,5
5634,43,No,Non-Travel,1136,Human Resources,18,18,Other,1,92-9386446,3,M,109,4,3,Research Scientist,3,Single,13952,17440,3,Yes,No,24,4,3,80,1,13,6,2,20,13,13,7
5635,55,Yes,Travel_Frequently,719,Sales,4,14,Life Sciences,1,15-9627858,2,M,71,2,3,Manufacturing Director,3,Married,9088,11360,6,Yes,No,10,1,2,80,2,32,6,1,37,14,9,2
5636,60,,Non-Travel,452,Sales,24,12,Sales,1,00-0071367,1,F,55,3,1,Sales Representative,1,Married,7040,8800,2,Yes,No,17,3,3,80,0,19,1,1,0,2,5,16
5637,60,No,Non-Travel,1090,Human Resources,35,16,Human Resources,1,52-5824761,4,F,85,2,3,Sales Representative,4,Single,10880,13600,2,Yes,No,15,2,1,80,2,37,6,2,28,3,1,13
5638,49,Yes,Non-Travel,712,Human Resources,5,16,Medical,1,45-9043131,3,F,98,2,4,Laboratory Technician,4,Married,12544,15680,6,Yes,No,25,2,1,80,2,15,3,2,4,3,3,4
5639,36,No,Non-Travel,848,Research & Development,35,16,Life Sciences,1,83-8673536,4,M,123,3,4,Sales Executive,2,Single,15744,19680,3,Yes,No,12,4,3,80,2,13,5,3,5,20,0,8
5640,45,,Travel_Rarely,363,Research & Development,14,16,Medical,1,88-0682474,1,F,51,3,1,Laboratory Technician,2,Single,6528,8160,3,Yes,No,14,4,1,80,0,23,4,1,27,0,13,15
5641,26,Yes,Non-Travel,605,Sales,43,16,Sales,1,98-7084951,2,M,104,3,3,Sales Executive,3,Married,13312,16640,6,Yes,No,25,2,2,80,2,26,5,3,28,8,9,12
5642,30,No,Non-Travel,351,Sales,5,14,Human Resources,1,69-9407965,3,F,30,4,1,Sales Representative,2,Married,3840,4800,2,Yes,No,14,1,2,80,0,10,3,2,36,16,1,5
5643,28,Yes,Travel_Rarely,629,Human Resources,12,18,Other,1,87-8958941,3,M,53,3,4,Sales Executive,2,Married,6784,8480,4,Yes,No,12,2,1,80,2,15,1,3,16,4,2,2
5644,34,No,Travel_Frequently,1432,Sales,20,20,Sales,1,04-4359926,1,F,43,4,5,Research Scientist,3,Married,5504,6880,2,Yes,No,20,3,4,80,3,26,2,3,12,17,8,15
5645,39,Yes,Travel_Rarely,1452,Sales,3,16,Other,1,41-7577882,1,F,148,1,3,Research Scientist,2,Married,18944,23680,2,Yes,No,18,1,2,80,2,13,2,4,25,3,4,10
5646,19,Yes,Non-Travel,160,Sales,24,14,Human Resources,1,19-4618621,1,M,66,4,2,Manufacturing Director,3,Single,8448,10560,4,Yes,No,13,2,2,80,0,20,2,4,5,12,13,5
5647,59,Yes,Travel_Frequently,163,Sales,13,16,Human Resources,1,54-8690220,1,M,98,2,5,Human Resources,1,Married,12544,15680,8,Yes,No,24,1,2,80,3,8,4,4,26,8,10,14
5648,57,Yes,Travel_Frequently,1264,Research & Development,2,20,Medical,1,70-7777042,1,M,150,3,2,Research Scientist,2,Married,19200,24000,2,Yes,No,17,1,1,80,0,7,1,1,38,16,6,10
5649,23,No,Travel_Frequently,385,Sales,11,16,Sales,1,92-7435293,1,F,64,4,3,Research Scientist,3,Single,8192,10240,2,Yes,No,23,4,3,80,1,16,5,4,14,3,0,7
5650,33,Yes,Non-Travel,451,Research & Development,36,16,Medical,1,06-0628009,1,M,72,1,4,Laboratory Technician,4,Married,9216,11520,0,Yes,No,17,2,2,80,2,5,6,2,38,10,3,10
5651,48,Yes,Non-Travel,382,Research & Development,34,16,Medical,1,01-8113946,4,F,108,2,1,Laboratory Technician,2,Married,13824,17280,3,Yes,No,14,3,1,80,0,22,3,2,0,5,4,0
5652,51,,Travel_Frequently,498,Human Resources,5,18,Technical Degree,1,83-3234517,3,M,120,3,5,Manager,3,Married,15360,19200,6,Yes,No,11,3,3,80,2,30,5,1,10,10,9,7
5653,54,No,Non-Travel,1168,Research & Development,42,16,Medical,1,80-0893806,1,M,52,1,3,Sales Executive,1,Single,6656,8320,2,Yes,No,19,1,3,80,1,17,6,2,17,1,8,5
5654,20,No,Travel_Frequently,1081,Sales,20,12,Life Sciences,1,35-1701418,4,F,95,2,1,Human Resources,4,Married,12160,15200,7,Yes,No,16,3,2,80,0,32,4,2,14,5,4,16
5655,40,No,Travel_Frequently,399,Sales,15,14,Life Sciences,1,76-8266985,1,M,149,3,4,Manufacturing Director,1,Single,19072,23840,8,Yes,No,20,4,3,80,2,34,1,4,12,4,8,6
5656,29,No,Non-Travel,808,Human Resources,42,20,Medical,1,77-1104821,1,M,76,1,5,Research Director,1,Married,9728,12160,8,Yes,No,15,3,2,80,3,2,2,1,16,4,11,16
5657,38,No,Travel_Rarely,1193,Research & Development,2,18,Life Sciences,1,64-1960371,2,F,62,3,5,Research Director,3,Married,7936,9920,1,Yes,No,20,4,3,80,2,33,6,2,33,13,5,7
5658,20,No,Travel_Rarely,997,Research & Development,50,16,Technical Degree,1,01-7992367,1,M,149,4,3,Research Director,3,Single,19072,23840,0,Yes,No,23,4,3,80,1,37,1,1,15,4,1,3
5659,18,Yes,Non-Travel,1045,Research & Development,50,16,Life Sciences,1,16-8277950,1,F,36,1,2,Laboratory Technician,1,Single,4608,5760,4,Yes,No,13,1,1,80,0,14,5,2,21,3,10,6
5660,49,Yes,Non-Travel,1472,Sales,39,16,Human Resources,1,90-4842697,2,F,70,2,5,Manufacturing Director,3,Married,8960,11200,1,Yes,No,25,1,3,80,2,30,5,1,33,0,5,7
5661,26,Yes,Travel_Rarely,1258,Sales,46,16,Life Sciences,1,69-5081972,3,F,39,4,3,Laboratory Technician,3,Single,4992,6240,8,Yes,No,11,1,3,80,2,33,1,3,21,10,13,11
5662,30,No,Travel_Frequently,620,Research & Development,13,12,Technical Degree,1,51-9277765,3,M,56,2,1,Human Resources,3,Married,7168,8960,1,Yes,No,22,3,4,80,0,26,3,4,39,4,8,9
5663,29,No,Travel_Rarely,306,Human Resources,15,18,Medical,1,57-8376034,2,F,125,1,4,Sales Executive,3,Married,16000,20000,6,Yes,No,10,3,4,80,3,14,6,4,27,19,15,7
5664,49,Yes,Travel_Rarely,436,Research & Development,14,18,Life Sciences,1,26-3982473,4,M,143,4,4,Research Scientist,1,Married,18304,22880,7,Yes,No,12,3,4,80,2,39,0,1,25,1,10,5
5665,23,No,Travel_Frequently,1097,Human Resources,42,16,Sales,1,81-4074825,2,F,128,1,2,Sales Executive,4,Married,16384,20480,1,Yes,No,15,4,3,80,1,13,0,2,26,7,0,15
5666,31,No,Non-Travel,209,Sales,24,14,Sales,1,25-8854818,2,M,102,3,1,Healthcare Representative,2,Married,13056,16320,2,Yes,No,19,4,2,80,0,8,3,3,21,11,2,11
5667,24,Yes,Non-Travel,1273,Research & Development,36,16,Other,1,41-0204422,4,M,106,1,1,Sales Representative,3,Married,13568,16960,7,Yes,No,20,2,2,80,1,7,2,1,18,8,10,0
5668,56,Yes,Non-Travel,302,Sales,49,16,Medical,1,34-3303483,4,F,130,3,2,Manufacturing Director,2,Married,16640,20800,6,Yes,No,22,1,2,80,0,2,1,2,9,15,14,10
5669,45,No,Travel_Frequently,841,Research & Development,18,14,Life Sciences,1,42-8711139,3,F,36,3,4,Human Resources,4,Single,4608,5760,3,Yes,No,22,4,4,80,2,19,4,1,24,1,11,9
5670,28,No,Travel_Frequently,1154,Research & Development,13,12,Sales,1,04-8699044,3,F,84,2,3,Human Resources,4,Married,10752,13440,6,Yes,No,13,3,3,80,1,13,2,1,34,20,9,5
5671,57,No,Travel_Rarely,257,Human Resources,27,20,Other,1,65-1598415,1,M,87,4,5,Research Scientist,4,Single,11136,13920,7,Yes,No,13,4,4,80,2,1,0,4,27,1,8,13
5672,23,No,Travel_Frequently,1490,Sales,17,14,Medical,1,32-4783399,2,M,67,2,1,Laboratory Technician,2,Married,8576,10720,6,Yes,No,16,3,3,80,1,9,2,2,4,12,10,6
5673,52,No,Travel_Rarely,282,Research & Development,45,16,Medical,1,40-4167510,4,M,140,1,5,Human Resources,1,Single,17920,22400,6,Yes,No,16,3,3,80,3,21,4,3,2,3,13,3
5674,47,No,Travel_Rarely,1296,Research & Development,34,16,Human Resources,1,90-6696400,1,F,127,2,1,Laboratory Technician,3,Single,16256,20320,6,Yes,No,20,4,4,80,0,34,2,3,23,2,6,7
5675,51,Yes,Travel_Rarely,329,Sales,17,20,Sales,1,01-7252815,3,F,106,3,5,Research Director,3,Married,13568,16960,7,Yes,No,22,1,2,80,3,13,3,1,12,20,4,17
5676,38,Yes,Non-Travel,1139,Sales,13,16,Other,1,08-4374225,2,M,104,3,1,Human Resources,2,Married,13312,16640,4,Yes,No,15,2,3,80,0,20,6,2,1,1,10,11
5677,43,Yes,Travel_Rarely,1172,Sales,28,20,Life Sciences,1,35-4666029,1,F,96,4,3,Research Director,4,Married,12288,15360,7,Yes,No,11,2,1,80,2,10,6,2,17,15,10,8
5678,38,Yes,Non-Travel,584,Research & Development,7,16,Medical,1,99-0238096,3,F,73,3,2,Human Resources,2,Married,9344,11680,4,Yes,No,24,3,3,80,0,5,4,4,27,10,9,11
5679,44,No,Travel_Frequently,572,Sales,2,14,Other,1,17-1077938,1,M,84,2,1,Healthcare Representative,1,Married,10752,13440,1,Yes,No,19,4,4,80,1,13,6,2,9,13,14,1
5680,44,No,Travel_Frequently,514,Research & Development,20,14,Sales,1,74-8533625,3,M,90,1,2,Human Resources,4,Married,11520,14400,1,Yes,No,12,2,2,80,1,35,3,2,23,18,7,7
5681,35,Yes,Travel_Frequently,1426,Research & Development,34,14,Medical,1,87-5106778,3,M,76,2,5,Human Resources,3,Married,9728,12160,4,Yes,No,15,3,4,80,2,27,3,2,24,14,12,12
5682,34,No,Travel_Frequently,1462,Research & Development,22,18,Medical,1,05-1171820,3,F,58,2,2,Sales Executive,1,Married,7424,9280,6,Yes,No,21,4,1,80,0,34,3,1,6,11,3,13
